workerid,proliferate.condition,anagram,category,id,interactions,internal_node_id,response,rt,set,setRun,stimulus,subject,time_elapsed,trial_index,trial_type,view_history,error
331,SetB2,,,,,0.0-0.0,,22480.0,,,,999,22485,0,instructions,"[{'page_index': 0, 'viewing_time': 3796}, {'page_index': 1, 'viewing_time': 1749}, {'page_index': 2, 'viewing_time': 3503}, {'page_index': 3, 'viewing_time': 11930}, {'page_index': 4, 'viewing_time': 967}, {'page_index': 5, 'viewing_time': 534}]",
331,SetB2,,consent,,,0.0-1.0,0,2706.0,,,"<p>By pressing continue below, I understand that I am consenting to participation in this research.</p>",999,25194,1,html-button-response,,
331,SetB2,,,,,0.0-2.0,,30992.0,,,,999,56186,2,instructions,"[{'page_index': 0, 'viewing_time': 1442}, {'page_index': 1, 'viewing_time': 17988}, {'page_index': 2, 'viewing_time': 2059}, {'page_index': 3, 'viewing_time': 3620}, {'page_index': 4, 'viewing_time': 4077}, {'page_index': 5, 'viewing_time': 735}, {'page_index': 6, 'viewing_time': 1071}]",
331,SetB2,rapctiec,,practice,,0.0-3.0,practice,5972.0,practice,practice,,999,62161,3,gram,,
331,SetB2,,,,,0.0-4.0,,5579.0,,,,999,67740,4,instructions,"[{'page_index': 0, 'viewing_time': 4218}, {'page_index': 1, 'viewing_time': 815}, {'page_index': 2, 'viewing_time': 546}]",
331,SetB2,rdah,,154,,0.0-5.0-0.0,hard,6738.60000000149,SetB,SetB2,,999,74480,5,gram,,
331,SetB2,emse,,124,,0.0-5.0-0.1,seem,2131.800000000745,SetB,SetB2,,999,76613,6,gram,,
331,SetB2,enxt,,177,,0.0-5.0-0.2,next,1273.300000000745,SetB,SetB2,,999,77887,7,gram,,
331,SetB2,mrtpio,,139,,0.0-5.0-0.3,import,25320.79999999702,SetB,SetB2,,999,103208,8,gram,,
331,SetB2,nderu,,157,,0.0-5.0-0.4,under,8436.20000000298,SetB,SetB2,,999,111645,9,gram,,
331,SetB2,atrts,,115,,0.0-5.0-0.5,start,8821.099999997765,SetB,SetB2,,999,120466,10,gram,,
331,SetB2,tnigh,,171,,0.0-5.0-0.6,night,1804.199999999255,SetB,SetB2,,999,122271,11,gram,,
331,SetB2,yyrale,,095,,0.0-5.0-0.7,yearly,7616.800000000745,SetB,SetB2,,999,129888,12,gram,,
331,SetB2,inlpec,,161,,0.0-5.0-0.8,pencil,7360.0,SetB,SetB2,,999,137249,13,gram,,
331,SetB2,ofcife,,103,,0.0-5.0-0.9,office,2159.400000002235,SetB,SetB2,,999,139409,14,gram,,
331,SetB2,eelf,,137,,0.0-5.0-0.10,flee,6170.79999999702,SetB,SetB2,,999,145580,15,gram,,
331,SetB2,elvo,,111,,0.0-5.0-0.11,love,1567.9000000022352,SetB,SetB2,,999,147148,16,gram,,
331,SetB2,tpra,,142,,0.0-5.0-0.12,part,3578.60000000149,SetB,SetB2,,999,150728,17,gram,,
331,SetB2,twire,,096,,0.0-5.0-0.13,write,4105.0,SetB,SetB2,,999,154833,18,gram,,
331,SetB2,eevn,,102,,0.0-5.0-0.14,even,1439.2999999970198,SetB,SetB2,,999,156273,19,gram,,
331,SetB2,atkl,,127,,0.0-5.0-0.15,talk,3256.699999999255,SetB,SetB2,,999,159530,20,gram,,
331,SetB2,genrad,,116,,0.0-5.0-0.16,grande,6888.89999999851,SetB,SetB2,,999,166420,21,gram,,
331,SetB2,wrdol,,178,,0.0-5.0-0.17,world,3003.5,SetB,SetB2,,999,169424,22,gram,,
331,SetB2,leiv,,107,,0.0-5.0-0.18,live,1504.5999999977648,SetB,SetB2,,999,170929,23,gram,,
331,SetB2,ecfa,,106,,0.0-5.0-0.19,face,1340.2999999970198,SetB,SetB2,,999,172270,24,gram,,
331,SetB2,rrmoir,,094,,0.0-5.0-0.20,mirror,7638.599999997765,SetB,SetB2,,999,179909,25,gram,,
331,SetB2,odlwu,,114,,0.0-5.0-0.21,would,6550.900000002235,SetB,SetB2,,999,186460,26,gram,,
331,SetB2,weset,,125,,0.0-5.0-0.22,sweet,7672.099999997765,SetB,SetB2,,999,194132,27,gram,,
331,SetB2,aklbc,,173,,0.0-5.0-0.23,black,1876.300000000745,SetB,SetB2,,999,196009,28,gram,,
331,SetB2,vome,,121,,0.0-5.0-0.24,move,2307.800000000745,SetB,SetB2,,999,198318,29,gram,,
331,SetB2,ripeem,,092,,0.0-5.0-0.25,empire,7241.0,SetB,SetB2,,999,205559,30,gram,,
331,SetB2,yict,,150,,0.0-5.0-0.26,city,6646.39999999851,SetB,SetB2,,999,212206,31,gram,,
331,SetB2,meltep,,158,,0.0-5.0-0.27,temple,6253.599999997765,SetB,SetB2,,999,218460,32,gram,,
331,SetB2,niel,,109,,0.0-5.0-0.28,line,3859.300000000745,SetB,SetB2,,999,222320,33,gram,,
331,SetB2,vnisoi,,123,,0.0-5.0-0.29,vision,2630.60000000149,SetB,SetB2,,999,224951,34,gram,,
331,SetB2,,resting,,,0.0-6.0,0,1388.0,,,<p>Great job! You have completed the first block of trials.</p><p>Take a short break before continuing to the next block.</p>,999,226340,35,html-button-response,,
331,SetB2,nowbr,,151,,0.0-7.0-0.0,brown,6212.800000000745,SetB,SetB2,,999,232554,36,gram,,
331,SetB2,oyugn,,097,,0.0-7.0-0.1,young,6541.599999997765,SetB,SetB2,,999,239096,37,gram,,
331,SetB2,esonra,,180,,0.0-7.0-0.2,reason,6250.300000000745,SetB,SetB2,,999,245346,38,gram,,
331,SetB2,uitrag,,160,,0.0-7.0-0.3,guitar,6633.89999999851,SetB,SetB2,,999,251981,39,gram,,
331,SetB2,aecrl,,145,,0.0-7.0-0.4,clear,7124.099999997765,SetB,SetB2,,999,259105,40,gram,,
331,SetB2,higts,,104,,0.0-7.0-0.5,sight,6116.699999999255,SetB,SetB2,,999,265223,41,gram,,
331,SetB2,dnee,,170,,0.0-7.0-0.6,need,3257.60000000149,SetB,SetB2,,999,268481,42,gram,,
331,SetB2,cekjta,,134,,0.0-7.0-0.7,jacket,6275.5,SetB,SetB2,,999,274756,43,gram,,
331,SetB2,awya,,126,,0.0-7.0-0.8,away,3928.89999999851,SetB,SetB2,,999,278686,44,gram,,
331,SetB2,ruesp,,120,,0.0-7.0-0.9,purse,7947.300000000745,SetB,SetB2,,999,286633,45,gram,,
331,SetB2,dptuae,,140,,0.0-7.0-0.10,update,8341.599999997765,SetB,SetB2,,999,294976,46,gram,,
331,SetB2,anlxie,,136,,0.0-7.0-0.11,xenial,7307.5,SetB,SetB2,,999,302284,47,gram,,
331,SetB2,aretw,,174,,0.0-7.0-0.12,water,6681.5,SetB,SetB2,,999,308966,48,gram,,
331,SetB2,uqiet,,155,,0.0-7.0-0.13,quiet,1453.300000000745,SetB,SetB2,,999,310419,49,gram,,
331,SetB2,lalc,,110,,0.0-7.0-0.14,call,2857.599999997765,SetB,SetB2,,999,313278,50,gram,,
331,SetB2,gener,,144,,0.0-7.0-0.15,genre,3525.5,SetB,SetB2,,999,316804,51,gram,,
331,SetB2,altpop,,166,,0.0-7.0-0.16,laptop,6721.699999999255,SetB,SetB2,,999,323526,52,gram,,
331,SetB2,rnut,,122,,0.0-7.0-0.17,runt,2112.199999999255,SetB,SetB2,,999,325639,53,gram,,
331,SetB2,okrw,,176,,0.0-7.0-0.18,work,8288.5,SetB,SetB2,,999,333928,54,gram,,
331,SetB2,srue,,159,,0.0-7.0-0.19,sure,3659.5,SetB,SetB2,,999,337588,55,gram,,
331,SetB2,wihhc,,119,,0.0-7.0-0.20,which,3647.39999999851,SetB,SetB2,,999,341235,56,gram,,
331,SetB2,tsaet,,175,,0.0-7.0-0.21,taste,6841.699999999255,SetB,SetB2,,999,348078,57,gram,,
331,SetB2,ndif,,091,,0.0-7.0-0.22,find,8208.599999997765,SetB,SetB2,,999,356287,58,gram,,
331,SetB2,priist,,131,,0.0-7.0-0.23,spirit,9232.10000000149,SetB,SetB2,,999,365519,59,gram,,
331,SetB2,htigl,,098,,0.0-7.0-0.24,light,5960.599999997765,SetB,SetB2,,999,371481,60,gram,,
331,SetB2,erad,,167,,0.0-7.0-0.25,read,4072.099999997765,SetB,SetB2,,999,375553,61,gram,,
331,SetB2,dgrnae,,143,,0.0-7.0-0.26,danger,14375.89999999851,SetB,SetB2,,999,389930,62,gram,,
331,SetB2,lneeed,,138,,0.0-7.0-0.27,needle,9668.599999997765,SetB,SetB2,,999,399599,63,gram,,
331,SetB2,evuqri,,149,,0.0-7.0-0.28,quiver,8383.400000002235,SetB,SetB2,,999,407983,64,gram,,
331,SetB2,klelri,,146,,0.0-7.0-0.29,killer,6438.89999999851,SetB,SetB2,,999,414422,65,gram,,
331,SetB2,,resting,,,0.0-8.0,0,1190.0,,,<p>Great job! You have completed the second block of trials.</p><p>Take a short break before continuing to the final block.</p>,999,415613,66,html-button-response,,
331,SetB2,ielhw,,112,,0.0-9.0-0.0,while,2866.199999999255,SetB,SetB2,,999,418479,67,gram,,
331,SetB2,iuteq,,153,,0.0-9.0-0.1,quiet,1755.5,SetB,SetB2,,999,420236,68,gram,,
331,SetB2,ehwti,,117,,0.0-9.0-0.2,white,1405.7000000029802,SetB,SetB2,,999,421642,69,gram,,
331,SetB2,wteall,,099,,0.0-9.0-0.3,wallet,6728.0,SetB,SetB2,,999,428370,70,gram,,
331,SetB2,hgtir,,168,,0.0-9.0-0.4,right,6887.800000000745,SetB,SetB2,,999,435259,71,gram,,
331,SetB2,eocm,,156,,0.0-9.0-0.5,come,1601.800000000745,SetB,SetB2,,999,436861,72,gram,,
331,SetB2,habcrn,,165,,0.0-9.0-0.6,branch,7012.0,SetB,SetB2,,999,443873,73,gram,,
331,SetB2,uspl,,162,,0.0-9.0-0.7,plus,4534.300000000745,SetB,SetB2,,999,448408,74,gram,,
331,SetB2,kuicq,,130,,0.0-9.0-0.8,quick,2070.400000002235,SetB,SetB2,,999,450479,75,gram,,
331,SetB2,ewrhe,,128,,0.0-9.0-0.9,where,1319.199999999255,SetB,SetB2,,999,451798,76,gram,,
331,SetB2,hmerma,,172,,0.0-9.0-0.10,hammer,12749.5,SetB,SetB2,,999,464548,77,gram,,
331,SetB2,tfhrea,,105,,0.0-9.0-0.11,father,6869.599999997765,SetB,SetB2,,999,471418,78,gram,,
331,SetB2,psto,,135,,0.0-9.0-0.12,stop,1527.0999999977648,SetB,SetB2,,999,472945,79,gram,,
331,SetB2,sdnat,,169,,0.0-9.0-0.13,stand,3632.900000002235,SetB,SetB2,,999,476578,80,gram,,
331,SetB2,paly,,133,,0.0-9.0-0.14,play,1883.199999999255,SetB,SetB2,,999,478462,81,gram,,
331,SetB2,yotsr,,147,,0.0-9.0-0.15,story,1529.300000000745,SetB,SetB2,,999,479992,82,gram,,
331,SetB2,phel,,113,,0.0-9.0-0.16,help,2641.800000000745,SetB,SetB2,,999,482634,83,gram,,
331,SetB2,jniruy,,129,,0.0-9.0-0.17,injury,2502.699999999255,SetB,SetB2,,999,485137,84,gram,,
331,SetB2,mihgt,,108,,0.0-9.0-0.18,might,1220.800000000745,SetB,SetB2,,999,486358,85,gram,,
331,SetB2,faodfr,,093,,0.0-9.0-0.19,afford,7369.89999999851,SetB,SetB2,,999,493729,86,gram,,
331,SetB2,atsy,,164,,0.0-9.0-0.20,stay,3654.0,SetB,SetB2,,999,497383,87,gram,,
331,SetB2,ocdiaz,,152,,0.0-9.0-0.21,zodiac,7615.599999997765,SetB,SetB2,,999,504999,88,gram,,
331,SetB2,ecagrh,,101,,0.0-9.0-0.22,charge,6364.0,SetB,SetB2,,999,511364,89,gram,,
331,SetB2,agpe,,132,,0.0-9.0-0.23,page,2664.70000000298,SetB,SetB2,,999,514029,90,gram,,
331,SetB2,rngay,,179,,0.0-9.0-0.24,angry,3147.5,SetB,SetB2,,999,517177,91,gram,,
331,SetB2,brorha,,100,,0.0-9.0-0.25,harbor,6862.800000000745,SetB,SetB2,,999,524040,92,gram,,
331,SetB2,lissof,,141,,0.0-9.0-0.26,fossil,3088.5,SetB,SetB2,,999,527129,93,gram,,
331,SetB2,hoest,,163,,0.0-9.0-0.27,those,7455.39999999851,SetB,SetB2,,999,534585,94,gram,,
331,SetB2,eflt,,118,,0.0-9.0-0.28,felt,1512.60000000149,SetB,SetB2,,999,536098,95,gram,,
331,SetB2,ekpe,,148,,0.0-9.0-0.29,keep,1673.800000000745,SetB,SetB2,,999,537773,96,gram,,
331,SetB2,,,,"[{""event"":""blur"",""trial"":8,""time"":88233},{""event"":""focus"",""trial"":8,""time"":88557},{""event"":""blur"",""trial"":8,""time"":89162},{""event"":""focus"",""trial"":8,""time"":95405},{""event"":""blur"",""trial"":8,""time"":97890},{""event"":""focus"",""trial"":8,""time"":101585},{""event"":""blur"",""trial"":9,""time"":105276},{""event"":""focus"",""trial"":9,""time"":109710},{""event"":""blur"",""trial"":10,""time"":114281},{""event"":""focus"",""trial"":10,""time"":118521},{""event"":""blur"",""trial"":12,""time"":125101},{""event"":""focus"",""trial"":12,""time"":127680},{""event"":""blur"",""trial"":12,""time"":127739},{""event"":""focus"",""trial"":12,""time"":127771},{""event"":""blur"",""trial"":13,""time"":132309},{""event"":""focus"",""trial"":13,""time"":134955},{""event"":""blur"",""trial"":25,""time"":175620},{""event"":""focus"",""trial"":25,""time"":177906},{""event"":""blur"",""trial"":26,""time"":181926},{""event"":""focus"",""trial"":26,""time"":184177},{""event"":""blur"",""trial"":27,""time"":189019},{""event"":""focus"",""trial"":27,""time"":192089},{""event"":""blur"",""trial"":30,""time"":200728},{""event"":""focus"",""trial"":30,""time"":203452},{""event"":""blur"",""trial"":31,""time"":208446},{""event"":""focus"",""trial"":31,""time"":210702},{""event"":""blur"",""trial"":32,""time"":214186},{""event"":""focus"",""trial"":32,""time"":216848},{""event"":""blur"",""trial"":36,""time"":228566},{""event"":""focus"",""trial"":36,""time"":230813},{""event"":""blur"",""trial"":37,""time"":235198},{""event"":""focus"",""trial"":37,""time"":237324},{""event"":""blur"",""trial"":38,""time"":240885},{""event"":""focus"",""trial"":38,""time"":243474},{""event"":""blur"",""trial"":39,""time"":247447},{""event"":""focus"",""trial"":39,""time"":249884},{""event"":""blur"",""trial"":40,""time"":254865},{""event"":""focus"",""trial"":40,""time"":257423},{""event"":""blur"",""trial"":40,""time"":257493},{""event"":""focus"",""trial"":40,""time"":257496},{""event"":""blur"",""trial"":41,""time"":261009},{""event"":""focus"",""trial"":41,""time"":263426},{""event"":""blur"",""trial"":43,""time"":270633},{""event"":""focus"",""trial"":43,""time"":273079},{""event"":""blur"",""trial"":45,""time"":282200},{""event"":""focus"",""trial"":45,""time"":284963},{""event"":""blur"",""trial"":46,""time"":288522},{""event"":""focus"",""trial"":46,""time"":291004},{""event"":""blur"",""trial"":46,""time"":291066},{""event"":""focus"",""trial"":46,""time"":291076},{""event"":""blur"",""trial"":47,""time"":296935},{""event"":""focus"",""trial"":47,""time"":300388},{""event"":""blur"",""trial"":48,""time"":304821},{""event"":""focus"",""trial"":48,""time"":307291},{""event"":""blur"",""trial"":48,""time"":307369},{""event"":""focus"",""trial"":48,""time"":307373},{""event"":""blur"",""trial"":52,""time"":318787},{""event"":""focus"",""trial"":52,""time"":321718},{""event"":""blur"",""trial"":54,""time"":330300},{""event"":""focus"",""trial"":54,""time"":332393},{""event"":""blur"",""trial"":57,""time"":343745},{""event"":""focus"",""trial"":57,""time"":346235},{""event"":""blur"",""trial"":58,""time"":349792},{""event"":""focus"",""trial"":58,""time"":352040},{""event"":""blur"",""trial"":59,""time"":358546},{""event"":""focus"",""trial"":59,""time"":363489},{""event"":""blur"",""trial"":60,""time"":367262},{""event"":""focus"",""trial"":60,""time"":369573},{""event"":""blur"",""trial"":62,""time"":385331},{""event"":""focus"",""trial"":62,""time"":387929},{""event"":""blur"",""trial"":63,""time"":393325},{""event"":""focus"",""trial"":63,""time"":395931},{""event"":""blur"",""trial"":64,""time"":403744},{""event"":""focus"",""trial"":64,""time"":406183},{""event"":""blur"",""trial"":65,""time"":410341},{""event"":""focus"",""trial"":65,""time"":412366},{""event"":""blur"",""trial"":70,""time"":424534},{""event"":""focus"",""trial"":70,""time"":426722},{""event"":""blur"",""trial"":71,""time"":430508},{""event"":""focus"",""trial"":71,""time"":433442},{""event"":""blur"",""trial"":73,""time"":439179},{""event"":""focus"",""trial"":73,""time"":441734},{""event"":""blur"",""trial"":73,""time"":441807},{""event"":""focus"",""trial"":73,""time"":441808},{""event"":""blur"",""trial"":77,""time"":454383},{""event"":""focus"",""trial"":77,""time"":462853},{""event"":""blur"",""trial"":77,""time"":462924},{""event"":""focus"",""trial"":77,""time"":462926},{""event"":""blur"",""trial"":78,""time"":467034},{""event"":""focus"",""trial"":78,""time"":469748},{""event"":""blur"",""trial"":86,""time"":489165},{""event"":""focus"",""trial"":86,""time"":491573},{""event"":""blur"",""trial"":88,""time"":500118},{""event"":""focus"",""trial"":88,""time"":502652},{""event"":""blur"",""trial"":88,""time"":502727},{""event"":""focus"",""trial"":88,""time"":502727},{""event"":""blur"",""trial"":89,""time"":506966},{""event"":""focus"",""trial"":89,""time"":509492},{""event"":""blur"",""trial"":92,""time"":519330},{""event"":""focus"",""trial"":92,""time"":522037},{""event"":""blur"",""trial"":94,""time"":529954},{""event"":""focus"",""trial"":94,""time"":532854},{""event"":""blur"",""trial"":97,""time"":540153},{""event"":""focus"",""trial"":97,""time"":542199},{""event"":""blur"",""trial"":97,""time"":549386},{""event"":""focus"",""trial"":97,""time"":551304},{""event"":""blur"",""trial"":97,""time"":553766},{""event"":""focus"",""trial"":97,""time"":555676},{""event"":""blur"",""trial"":97,""time"":557855},{""event"":""focus"",""trial"":97,""time"":560784},{""event"":""blur"",""trial"":97,""time"":561461},{""event"":""focus"",""trial"":97,""time"":563358},{""event"":""blur"",""trial"":97,""time"":565785},{""event"":""focus"",""trial"":97,""time"":569037},{""event"":""blur"",""trial"":97,""time"":570930},{""event"":""focus"",""trial"":97,""time"":573486},{""event"":""blur"",""trial"":97,""time"":574517},{""event"":""focus"",""trial"":97,""time"":576274},{""event"":""blur"",""trial"":97,""time"":577603},{""event"":""focus"",""trial"":97,""time"":579032}]",0.0-11.0,,4675.0,,,,999,585585,98,instructions,"[{'page_index': 0, 'viewing_time': 1595}, {'page_index': 1, 'viewing_time': 3080}]",
347,SetB2,,,,,0.0-0.0,,17163.0,,,,999,17182,0,instructions,"[{'page_index': 0, 'viewing_time': 8336}, {'page_index': 1, 'viewing_time': 2201}, {'page_index': 2, 'viewing_time': 2854}, {'page_index': 3, 'viewing_time': 930}, {'page_index': 4, 'viewing_time': 1722}, {'page_index': 5, 'viewing_time': 1120}]",
347,SetB2,,consent,,,0.0-1.0,0,3277.0,,,"<p>By pressing continue below, I understand that I am consenting to participation in this research.</p>",999,20464,1,html-button-response,,
347,SetB2,,,,,0.0-2.0,,14019.0,,,,999,34486,2,instructions,"[{'page_index': 0, 'viewing_time': 3279}, {'page_index': 1, 'viewing_time': 3102}, {'page_index': 2, 'viewing_time': 1787}, {'page_index': 3, 'viewing_time': 2431}, {'page_index': 4, 'viewing_time': 1415}, {'page_index': 5, 'viewing_time': 1011}, {'page_index': 6, 'viewing_time': 993}]",
347,SetB2,rapctiec,,practice,,0.0-3.0,practice,10791.40000000596,practice,practice,,999,45283,3,gram,,
347,SetB2,,,,,0.0-4.0,,3630.0,,,,999,48914,4,instructions,"[{'page_index': 0, 'viewing_time': 1380}, {'page_index': 1, 'viewing_time': 1390}, {'page_index': 2, 'viewing_time': 859}]",
347,SetB2,rdah,,154,,0.0-5.0-0.0,hard,6923.9000000059605,SetB,SetB2,,999,55844,5,gram,,
347,SetB2,emse,,124,,0.0-5.0-0.1,seem,5878.5,SetB,SetB2,,999,61725,6,gram,,
347,SetB2,enxt,,177,,0.0-5.0-0.2,next,4185.5,SetB,SetB2,,999,65913,7,gram,,
347,SetB2,mrtpio,,139,,0.0-5.0-0.3,portion,11218.80000001192,SetB,SetB2,,999,77134,8,gram,,
347,SetB2,nderu,,157,,0.0-5.0-0.4,rnde,14989.40000000596,SetB,SetB2,,999,92126,9,gram,,
347,SetB2,atrts,,115,,0.0-5.0-0.5,tarts,6843.5999999940395,SetB,SetB2,,999,98972,10,gram,,
347,SetB2,tnigh,,171,,0.0-5.0-0.6,night,2166.70000000298,SetB,SetB2,,999,101142,11,gram,,
347,SetB2,yyrale,,095,,0.0-5.0-0.7,rayyle,12703.0,SetB,SetB2,,999,113848,12,gram,,
347,SetB2,inlpec,,161,,0.0-5.0-0.8,pld,17732.70000000298,SetB,SetB2,,999,131583,13,gram,,
347,SetB2,ofcife,,103,,0.0-5.0-0.9,office,5638.4000000059605,SetB,SetB2,,999,137224,14,gram,,
347,SetB2,eelf,,137,,0.0-5.0-0.10,feel,3469.8999999910593,SetB,SetB2,,999,140696,15,gram,,
347,SetB2,elvo,,111,,0.0-5.0-0.11,love,2374.79999999702,SetB,SetB2,,999,143073,16,gram,,
347,SetB2,tpra,,142,,0.0-5.0-0.12,part,4086.5,SetB,SetB2,,999,147162,17,gram,,
347,SetB2,twire,,096,,0.0-5.0-0.13,write,7514.90000000596,SetB,SetB2,,999,154680,18,gram,,
347,SetB2,eevn,,102,,0.0-5.0-0.14,even,1918.6000000089407,SetB,SetB2,,999,156601,19,gram,,
347,SetB2,atkl,,127,,0.0-5.0-0.15,talk,5675.29999999702,SetB,SetB2,,999,162279,20,gram,,
347,SetB2,genrad,,116,,0.0-5.0-0.16,red,14811.70000000298,SetB,SetB2,,999,177093,21,gram,,
347,SetB2,wrdol,,178,,0.0-5.0-0.17,lord,6940.5,SetB,SetB2,,999,184037,22,gram,,
347,SetB2,leiv,,107,,0.0-5.0-0.18,live,2658.800000011921,SetB,SetB2,,999,186700,23,gram,,
347,SetB2,ecfa,,106,,0.0-5.0-0.19,face,2551.29999999702,SetB,SetB2,,999,189254,24,gram,,
347,SetB2,rrmoir,,094,,0.0-5.0-0.20,mirror,11799.30000001192,SetB,SetB2,,999,201057,25,gram,,
347,SetB2,odlwu,,114,,0.0-5.0-0.21,old,15438.69999998808,SetB,SetB2,,999,216503,26,gram,,
347,SetB2,weset,,125,,0.0-5.0-0.22,sete,3017.4000000059605,SetB,SetB2,,999,219522,27,gram,,
347,SetB2,aklbc,,173,,0.0-5.0-0.23,lackd,3151.20000000298,SetB,SetB2,,999,222676,28,gram,,
347,SetB2,vome,,121,,0.0-5.0-0.24,move,2826.800000011921,SetB,SetB2,,999,225505,29,gram,,
347,SetB2,ripeem,,092,,0.0-5.0-0.25,mippe,3508.70000000298,SetB,SetB2,,999,229016,30,gram,,
347,SetB2,yict,,150,,0.0-5.0-0.26,city,12606.79999999702,SetB,SetB2,,999,241625,31,gram,,
347,SetB2,meltep,,158,,0.0-5.0-0.27,leptep,4011.29999999702,SetB,SetB2,,999,245639,32,gram,,
347,SetB2,niel,,109,,0.0-5.0-0.28,line,2385.70000000298,SetB,SetB2,,999,248028,33,gram,,
347,SetB2,vnisoi,,123,,0.0-5.0-0.29,vision,3056.9000000059605,SetB,SetB2,,999,251087,34,gram,,
347,SetB2,,resting,,,0.0-6.0,0,120604.0,,,<p>Great job! You have completed the first block of trials.</p><p>Take a short break before continuing to the next block.</p>,999,371695,35,html-button-response,,
347,SetB2,nowbr,,151,,0.0-7.0-0.0,brown,3050.70000000298,SetB,SetB2,,999,374749,36,gram,,
347,SetB2,oyugn,,097,,0.0-7.0-0.1,yug,11275.89999999106,SetB,SetB2,,999,386028,37,gram,,
347,SetB2,esonra,,180,,0.0-7.0-0.2,reason,2543.20000000298,SetB,SetB2,,999,388573,38,gram,,
347,SetB2,uitrag,,160,,0.0-7.0-0.3,esksdh,4003.6000000089407,SetB,SetB2,,999,392579,39,gram,,
347,SetB2,aecrl,,145,,0.0-7.0-0.4,creal,6370.0999999940395,SetB,SetB2,,999,398952,40,gram,,
347,SetB2,higts,,104,,0.0-7.0-0.5,tights,7761.20000000298,SetB,SetB2,,999,406715,41,gram,,
347,SetB2,dnee,,170,,0.0-7.0-0.6,need,1770.2000000029802,SetB,SetB2,,999,408488,42,gram,,
347,SetB2,cekjta,,134,,0.0-7.0-0.7,jeck,15694.0,SetB,SetB2,,999,424185,43,gram,,
347,SetB2,awya,,126,,0.0-7.0-0.8,away,6513.5999999940395,SetB,SetB2,,999,430701,44,gram,,
347,SetB2,ruesp,,120,,0.0-7.0-0.9,super,5608.79999999702,SetB,SetB2,,999,436312,45,gram,,
347,SetB2,dptuae,,140,,0.0-7.0-0.10,tuap,7172.5999999940395,SetB,SetB2,,999,443487,46,gram,,
347,SetB2,anlxie,,136,,0.0-7.0-0.11,lnd,2595.5999999940395,SetB,SetB2,,999,446086,47,gram,,
347,SetB2,aretw,,174,,0.0-7.0-0.12,taerw,4851.600000008941,SetB,SetB2,,999,450940,48,gram,,
347,SetB2,uqiet,,155,,0.0-7.0-0.13,quiet,2179.79999999702,SetB,SetB2,,999,453122,49,gram,,
347,SetB2,lalc,,110,,0.0-7.0-0.14,call,3103.0999999940395,SetB,SetB2,,999,456228,50,gram,,
347,SetB2,gener,,144,,0.0-7.0-0.15,gener,4926.899999991059,SetB,SetB2,,999,461157,51,gram,,
347,SetB2,altpop,,166,,0.0-7.0-0.16,laptop,3688.3999999910593,SetB,SetB2,,999,464849,52,gram,,
347,SetB2,rnut,,122,,0.0-7.0-0.17,turn,7300.70000000298,SetB,SetB2,,999,472152,53,gram,,
347,SetB2,okrw,,176,,0.0-7.0-0.18,work,3130.300000011921,SetB,SetB2,,999,475293,54,gram,,
347,SetB2,srue,,159,,0.0-7.0-0.19,sure,1880.4000000059605,SetB,SetB2,,999,477177,55,gram,,
347,SetB2,wihhc,,119,,0.0-7.0-0.20,which,2214.5999999940395,SetB,SetB2,,999,479394,56,gram,,
347,SetB2,tsaet,,175,,0.0-7.0-0.21,satte,6007.79999999702,SetB,SetB2,,999,485405,57,gram,,
347,SetB2,ndif,,091,,0.0-7.0-0.22,find,7161.9000000059605,SetB,SetB2,,999,492569,58,gram,,
347,SetB2,priist,,131,,0.0-7.0-0.23,trisp,3628.70000000298,SetB,SetB2,,999,496201,59,gram,,
347,SetB2,htigl,,098,,0.0-7.0-0.24,light,3147.5,SetB,SetB2,,999,499352,60,gram,,
347,SetB2,erad,,167,,0.0-7.0-0.25,dear,4468.20000000298,SetB,SetB2,,999,503823,61,gram,,
347,SetB2,dgrnae,,143,,0.0-7.0-0.26,raemd,14566.40000000596,SetB,SetB2,,999,518391,62,gram,,
347,SetB2,lneeed,,138,,0.0-7.0-0.27,needle,6377.0,SetB,SetB2,,999,524771,63,gram,,
347,SetB2,evuqri,,149,,0.0-7.0-0.28,euvwui,4149.899999991059,SetB,SetB2,,999,528923,64,gram,,
347,SetB2,klelri,,146,,0.0-7.0-0.29,rilkke,5856.4000000059605,SetB,SetB2,,999,534782,65,gram,,
347,SetB2,,resting,,,0.0-8.0,0,1965.0,,,<p>Great job! You have completed the second block of trials.</p><p>Take a short break before continuing to the final block.</p>,999,536751,66,html-button-response,,
347,SetB2,ielhw,,112,,0.0-9.0-0.0,while,3960.0,SetB,SetB2,,999,540715,67,gram,,
347,SetB2,iuteq,,153,,0.0-9.0-0.1,quite,2416.5,SetB,SetB2,,999,543135,68,gram,,
347,SetB2,ehwti,,117,,0.0-9.0-0.2,white,2218.5999999940395,SetB,SetB2,,999,545356,69,gram,,
347,SetB2,wteall,,099,,0.0-9.0-0.3,tallew,9261.90000000596,SetB,SetB2,,999,554620,70,gram,,
347,SetB2,hgtir,,168,,0.0-9.0-0.4,right,6124.70000000298,SetB,SetB2,,999,560747,71,gram,,
347,SetB2,eocm,,156,,0.0-9.0-0.5,come,2887.9000000059605,SetB,SetB2,,999,563637,72,gram,,
347,SetB2,habcrn,,165,,0.0-9.0-0.6,carndh,3009.0,SetB,SetB2,,999,566649,73,gram,,
